"Step","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700377794__DiagGaussianDistribution-Tanh-num-steps-1024 - train/return__MAX","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700224042__DiagGaussianDistribution-Tanh - train/return__MAX","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return__MIN","RoboPianist-debug-CMajorScaleTwoHands-v0__88__1700138663__fixed_lr - train/return__MAX"
"142393","233.52541894894964","233.52541894894964","233.52541894894964","212.1691010322356","212.1691010322356","212.1691010322356","312.58206237772055","312.58206237772055","312.58206237772055"
"142544","236.97462522791832","236.97462522791832","236.97462522791832","205.79226825654877","205.79226825654877","205.79226825654877","309.00476382851895","309.00476382851895","309.00476382851895"
"142695","240.40505197785677","240.40505197785677","240.40505197785677","208.49431318778974","208.49431318778974","208.49431318778974","308.11555878961667","308.11555878961667","308.11555878961667"
"142846","238.2789950660294","238.2789950660294","238.2789950660294","203.44826319909583","203.44826319909583","203.44826319909583","308.511787950786","308.511787950786","308.511787950786"
"142997","229.0890501630078","229.0890501630078","229.0890501630078","205.06695616254672","205.06695616254672","205.06695616254672","303.0627800293062","303.0627800293062","303.0627800293062"
"143148","237.1547004166354","237.1547004166354","237.1547004166354","205.8277271667489","205.8277271667489","205.8277271667489","312.08790369443193","312.08790369443193","312.08790369443193"
"143299","236.46918457820144","236.46918457820144","236.46918457820144","202.94098636749536","202.94098636749536","202.94098636749536","305.46666720937407","305.46666720937407","305.46666720937407"
"143450","236.27660867916123","236.27660867916123","236.27660867916123","202.6576466790655","202.6576466790655","202.6576466790655","308.3080619381603","308.3080619381603","308.3080619381603"
"143601","232.87617578484645","232.87617578484645","232.87617578484645","200.8447628624636","200.8447628624636","200.8447628624636","286.27211918047726","286.27211918047726","286.27211918047726"
"143752","230.9059857395959","230.9059857395959","230.9059857395959","207.91986417356276","207.91986417356276","207.91986417356276","304.7193558963984","304.7193558963984","304.7193558963984"
"143903","232.0864819908682","232.0864819908682","232.0864819908682","205.51423576091824","205.51423576091824","205.51423576091824","282.62054741435355","282.62054741435355","282.62054741435355"
"144054","230.44739183640397","230.44739183640397","230.44739183640397","206.17878047520375","206.17878047520375","206.17878047520375","310.8438539957788","310.8438539957788","310.8438539957788"
"144205","233.89580916308586","233.89580916308586","233.89580916308586","203.76772904668138","203.76772904668138","203.76772904668138","268.8104468846514","268.8104468846514","268.8104468846514"
"144356","230.98356948593917","230.98356948593917","230.98356948593917","210.78009711486948","210.78009711486948","210.78009711486948","307.96646700460883","307.96646700460883","307.96646700460883"
"144507","239.32878474875346","239.32878474875346","239.32878474875346","205.6674891451315","205.6674891451315","205.6674891451315","305.2297429314889","305.2297429314889","305.2297429314889"
"144658","245.20296710238867","245.20296710238867","245.20296710238867","207.29818900014632","207.29818900014632","207.29818900014632","312.735747603756","312.735747603756","312.735747603756"
"144809","237.08615075585536","237.08615075585536","237.08615075585536","203.73311346317593","203.73311346317593","203.73311346317593","310.7094366991653","310.7094366991653","310.7094366991653"
"144960","237.2687175553549","237.2687175553549","237.2687175553549","203.21162735251218","203.21162735251218","203.21162735251218","307.40404809089137","307.40404809089137","307.40404809089137"
"145111","238.24395984223494","238.24395984223494","238.24395984223494","200.26727198108503","200.26727198108503","200.26727198108503","314.9272189171385","314.9272189171385","314.9272189171385"
"145262","240.68322246360978","240.68322246360978","240.68322246360978","204.04295151090133","204.04295151090133","204.04295151090133","304.19162237296143","304.19162237296143","304.19162237296143"
"145413","240.09570293245463","240.09570293245463","240.09570293245463","205.27379747746417","205.27379747746417","205.27379747746417","307.3492423265559","307.3492423265559","307.3492423265559"
"145564","242.38196569541634","242.38196569541634","242.38196569541634","205.49735954381137","205.49735954381137","205.49735954381137","308.7230232638101","308.7230232638101","308.7230232638101"
"145715","234.97871721079932","234.97871721079932","234.97871721079932","207.06083502636997","207.06083502636997","207.06083502636997","310.7730067000085","310.7730067000085","310.7730067000085"
"145866","241.65570029764206","241.65570029764206","241.65570029764206","201.4359490993639","201.4359490993639","201.4359490993639","314.73642957908015","314.73642957908015","314.73642957908015"
"146017","242.61945907492967","242.61945907492967","242.61945907492967","208.57120246539532","208.57120246539532","208.57120246539532","314.60071567222093","314.60071567222093","314.60071567222093"
"146168","242.34650434138788","242.34650434138788","242.34650434138788","205.85333690032886","205.85333690032886","205.85333690032886","319.64407496711056","319.64407496711056","319.64407496711056"
"146319","238.65529085682186","238.65529085682186","238.65529085682186","207.06852150922936","207.06852150922936","207.06852150922936","310.405361902608","310.405361902608","310.405361902608"
"146470","240.12598754627714","240.12598754627714","240.12598754627714","216.6604960849941","216.6604960849941","216.6604960849941","308.94622748254045","308.94622748254045","308.94622748254045"
"146621","243.48507631198862","243.48507631198862","243.48507631198862","203.10673258077324","203.10673258077324","203.10673258077324","308.77697596984666","308.77697596984666","308.77697596984666"
"146772","233.5194787205654","233.5194787205654","233.5194787205654","204.14943621757826","204.14943621757826","204.14943621757826","314.4511822661577","314.4511822661577","314.4511822661577"
"146923","245.10972620986237","245.10972620986237","245.10972620986237","211.66101840933206","211.66101840933206","211.66101840933206","316.05354732516275","316.05354732516275","316.05354732516275"
"147074","240.39514756181757","240.39514756181757","240.39514756181757","206.59060513606934","206.59060513606934","206.59060513606934","307.3104089091133","307.3104089091133","307.3104089091133"
"147225","246.0515566986884","246.0515566986884","246.0515566986884","205.38333245994448","205.38333245994448","205.38333245994448","307.02568733427165","307.02568733427165","307.02568733427165"
"147376","242.24080896086826","242.24080896086826","242.24080896086826","205.6224102257354","205.6224102257354","205.6224102257354","312.392421123551","312.392421123551","312.392421123551"
"147527","240.6756206604467","240.6756206604467","240.6756206604467","210.40927936861797","210.40927936861797","210.40927936861797","313.0984929940726","313.0984929940726","313.0984929940726"
"147678","237.9791084169344","237.9791084169344","237.9791084169344","206.43773981927455","206.43773981927455","206.43773981927455","313.582225124422","313.582225124422","313.582225124422"
"147829","241.61947457583582","241.61947457583582","241.61947457583582","210.478422325637","210.478422325637","210.478422325637","308.42670990458265","308.42670990458265","308.42670990458265"
"147980","246.4031907537408","246.4031907537408","246.4031907537408","201.79446527717528","201.79446527717528","201.79446527717528","312.03453029796776","312.03453029796776","312.03453029796776"
"148131","244.53184953957117","244.53184953957117","244.53184953957117","206.89251038029968","206.89251038029968","206.89251038029968","311.7069893744326","311.7069893744326","311.7069893744326"
"148282","233.93913033373633","233.93913033373633","233.93913033373633","207.68413766994948","207.68413766994948","207.68413766994948","316.61617859781785","316.61617859781785","316.61617859781785"
"148433","237.76593684677152","237.76593684677152","237.76593684677152","206.77998658166985","206.77998658166985","206.77998658166985","317.06131180153795","317.06131180153795","317.06131180153795"
"148584","248.8570577070482","248.8570577070482","248.8570577070482","211.15978601853917","211.15978601853917","211.15978601853917","317.4568275004085","317.4568275004085","317.4568275004085"
"148735","247.90601420224334","247.90601420224334","247.90601420224334","205.73041467381","205.73041467381","205.73041467381","310.7302652630642","310.7302652630642","310.7302652630642"
"148886","244.6056752532245","244.6056752532245","244.6056752532245","209.80667086170857","209.80667086170857","209.80667086170857","307.0921696633767","307.0921696633767","307.0921696633767"
"149037","247.94284621611098","247.94284621611098","247.94284621611098","213.55597641742676","213.55597641742676","213.55597641742676","308.63480655737817","308.63480655737817","308.63480655737817"
"149188","239.23005344392462","239.23005344392462","239.23005344392462","207.02112122498235","207.02112122498235","207.02112122498235","301.77421036364973","301.77421036364973","301.77421036364973"
"149339","247.44621937617202","247.44621937617202","247.44621937617202","204.1441919050963","204.1441919050963","204.1441919050963","309.98273665545514","309.98273665545514","309.98273665545514"
"149490","255.37915694593477","255.37915694593477","255.37915694593477","206.33074417730688","206.33074417730688","206.33074417730688","313.58367429036065","313.58367429036065","313.58367429036065"
"149641","244.1473834599229","244.1473834599229","244.1473834599229","213.9340815363659","213.9340815363659","213.9340815363659","305.4890907276931","305.4890907276931","305.4890907276931"
"149792","243.89147593780032","243.89147593780032","243.89147593780032","206.66566408732302","206.66566408732302","206.66566408732302","308.6097080624621","308.6097080624621","308.6097080624621"
"149943","250.07928458639827","250.07928458639827","250.07928458639827","209.53333639248015","209.53333639248015","209.53333639248015","303.1261939368728","303.1261939368728","303.1261939368728"
"150094","248.322846728779","248.322846728779","248.322846728779","210.06050938749684","210.06050938749684","210.06050938749684","313.9801598105296","313.9801598105296","313.9801598105296"
"150245","246.401591074037","246.401591074037","246.401591074037","205.82998403429247","205.82998403429247","205.82998403429247","311.8895404796961","311.8895404796961","311.8895404796961"
"150396","250.07190435928283","250.07190435928283","250.07190435928283","207.23283517250357","207.23283517250357","207.23283517250357","304.509662860943","304.509662860943","304.509662860943"
"150547","250.9126214545965","250.9126214545965","250.9126214545965","204.23656278701708","204.23656278701708","204.23656278701708","313.8747456311137","313.8747456311137","313.8747456311137"
"150698","239.25695762172515","239.25695762172515","239.25695762172515","209.02918845675046","209.02918845675046","209.02918845675046","311.64480157431444","311.64480157431444","311.64480157431444"
"150849","246.58254289343438","246.58254289343438","246.58254289343438","201.6212650316589","201.6212650316589","201.6212650316589","311.60648646705437","311.60648646705437","311.60648646705437"
"151000","241.7609301324948","241.7609301324948","241.7609301324948","205.58355487411922","205.58355487411922","205.58355487411922","312.9504514432451","312.9504514432451","312.9504514432451"
"151151","236.251174315903","236.251174315903","236.251174315903","206.14017315162184","206.14017315162184","206.14017315162184","308.11725548299415","308.11725548299415","308.11725548299415"
"151302","237.57508373974025","237.57508373974025","237.57508373974025","207.62524111184507","207.62524111184507","207.62524111184507","304.54547858262896","304.54547858262896","304.54547858262896"
"151453","251.31015428199396","251.31015428199396","251.31015428199396","208.19698823034489","208.19698823034489","208.19698823034489","315.1380607810288","315.1380607810288","315.1380607810288"
"151604","240.9334093819366","240.9334093819366","240.9334093819366","205.45472851733024","205.45472851733024","205.45472851733024","310.8741928171457","310.8741928171457","310.8741928171457"
"151755","244.46235620980727","244.46235620980727","244.46235620980727","200.127192397303","200.127192397303","200.127192397303","307.7518449975002","307.7518449975002","307.7518449975002"
"151906","242.77100675007708","242.77100675007708","242.77100675007708","207.6580175478447","207.6580175478447","207.6580175478447","313.3597657806075","313.3597657806075","313.3597657806075"
"152057","241.06377903604997","241.06377903604997","241.06377903604997","207.03999076399987","207.03999076399987","207.03999076399987","307.76760567712637","307.76760567712637","307.76760567712637"
"152208","243.81189827745376","243.81189827745376","243.81189827745376","207.35377525234725","207.35377525234725","207.35377525234725","319.1405715910859","319.1405715910859","319.1405715910859"
"152359","243.969713906906","243.969713906906","243.969713906906","207.17292355728927","207.17292355728927","207.17292355728927","306.72154468160267","306.72154468160267","306.72154468160267"
"152510","245.130975533679","245.130975533679","245.130975533679","214.3720471374914","214.3720471374914","214.3720471374914","316.2166411418879","316.2166411418879","316.2166411418879"
"152661","240.27058053018362","240.27058053018362","240.27058053018362","206.1988441622684","206.1988441622684","206.1988441622684","309.38258845743485","309.38258845743485","309.38258845743485"
"152812","244.33355839625708","244.33355839625708","244.33355839625708","212.87586428376449","212.87586428376449","212.87586428376449","309.8560235944858","309.8560235944858","309.8560235944858"
"152963","247.3236384364769","247.3236384364769","247.3236384364769","204.5720729725306","204.5720729725306","204.5720729725306","312.29374258986326","312.29374258986326","312.29374258986326"
"153114","238.95955865277307","238.95955865277307","238.95955865277307","211.46830355385796","211.46830355385796","211.46830355385796","315.64279404128376","315.64279404128376","315.64279404128376"
"153265","249.5475006912915","249.5475006912915","249.5475006912915","206.74599151698573","206.74599151698573","206.74599151698573","312.1319046353677","312.1319046353677","312.1319046353677"
"153416","242.52909206229256","242.52909206229256","242.52909206229256","207.36579561827625","207.36579561827625","207.36579561827625","305.5732662158636","305.5732662158636","305.5732662158636"
"153567","246.46193164102502","246.46193164102502","246.46193164102502","208.58283490893783","208.58283490893783","208.58283490893783","310.189926126808","310.189926126808","310.189926126808"
"153718","249.5618177029925","249.5618177029925","249.5618177029925","202.0241495271847","202.0241495271847","202.0241495271847","309.30004909564144","309.30004909564144","309.30004909564144"
"153869","255.5890893968462","255.5890893968462","255.5890893968462","205.38468239354052","205.38468239354052","205.38468239354052","312.29226795071736","312.29226795071736","312.29226795071736"
"154020","246.72129674136448","246.72129674136448","246.72129674136448","209.25359051581714","209.25359051581714","209.25359051581714","312.71133083933717","312.71133083933717","312.71133083933717"
"154171","247.26189392233744","247.26189392233744","247.26189392233744","208.61811615843655","208.61811615843655","208.61811615843655","306.0211101466189","306.0211101466189","306.0211101466189"
"154322","250.13360399220238","250.13360399220238","250.13360399220238","207.84325208274538","207.84325208274538","207.84325208274538","306.3465583236332","306.3465583236332","306.3465583236332"
"154473","247.19200607400995","247.19200607400995","247.19200607400995","211.66421622518982","211.66421622518982","211.66421622518982","312.29952611983856","312.29952611983856","312.29952611983856"
"154624","254.92395854835132","254.92395854835132","254.92395854835132","213.280283371603","213.280283371603","213.280283371603","317.09385664072005","317.09385664072005","317.09385664072005"
"154775","246.73341803704614","246.73341803704614","246.73341803704614","206.99833301519186","206.99833301519186","206.99833301519186","311.34447228774616","311.34447228774616","311.34447228774616"
"154926","243.2747237286098","243.2747237286098","243.2747237286098","210.88035560022345","210.88035560022345","210.88035560022345","301.93165335115464","301.93165335115464","301.93165335115464"
"155077","245.08719520294434","245.08719520294434","245.08719520294434","217.69968814824995","217.69968814824995","217.69968814824995","301.266698598073","301.266698598073","301.266698598073"
"155228","244.91521495937542","244.91521495937542","244.91521495937542","203.24044222704998","203.24044222704998","203.24044222704998","304.7750613142249","304.7750613142249","304.7750613142249"
"155379","255.49018844404299","255.49018844404299","255.49018844404299","211.89323568188615","211.89323568188615","211.89323568188615","308.7451300831769","308.7451300831769","308.7451300831769"
"155530","254.68085802062404","254.68085802062404","254.68085802062404","209.64352426031","209.64352426031","209.64352426031","309.57608491628525","309.57608491628525","309.57608491628525"
"155681","245.74118663752625","245.74118663752625","245.74118663752625","221.62545936423464","221.62545936423464","221.62545936423464","304.94036765881515","304.94036765881515","304.94036765881515"
"155832","241.37854560090906","241.37854560090906","241.37854560090906","206.01779877172635","206.01779877172635","206.01779877172635","307.0105374203935","307.0105374203935","307.0105374203935"
"155983","243.8866817617704","243.8866817617704","243.8866817617704","210.91894602372142","210.91894602372142","210.91894602372142","314.6930473053844","314.6930473053844","314.6930473053844"
"156134","243.40991996727044","243.40991996727044","243.40991996727044","211.57786093892116","211.57786093892116","211.57786093892116","315.30050692225944","315.30050692225944","315.30050692225944"
"156285","241.93401029593363","241.93401029593363","241.93401029593363","207.08377425254452","207.08377425254452","207.08377425254452","308.52228084137374","308.52228084137374","308.52228084137374"
"156436","243.91653122831846","243.91653122831846","243.91653122831846","210.3144467990015","210.3144467990015","210.3144467990015","311.21867396296716","311.21867396296716","311.21867396296716"
"156587","235.0365728909135","235.0365728909135","235.0365728909135","207.09811178593537","207.09811178593537","207.09811178593537","309.7011582028192","309.7011582028192","309.7011582028192"
"156738","245.9645002206289","245.9645002206289","245.9645002206289","211.20716571419874","211.20716571419874","211.20716571419874","308.3465705676561","308.3465705676561","308.3465705676561"
"156889","246.44510610569978","246.44510610569978","246.44510610569978","215.2971528132062","215.2971528132062","215.2971528132062","310.4942337865964","310.4942337865964","310.4942337865964"
"157040","240.85093071447105","240.85093071447105","240.85093071447105","211.723148900955","211.723148900955","211.723148900955","313.70715866148356","313.70715866148356","313.70715866148356"
"157191","250.28578038536304","250.28578038536304","250.28578038536304","207.21611954845605","207.21611954845605","207.21611954845605","313.9574801457034","313.9574801457034","313.9574801457034"
"157342","247.34728824031637","247.34728824031637","247.34728824031637","219.56277794426254","219.56277794426254","219.56277794426254","308.67896646407434","308.67896646407434","308.67896646407434"
"157493","245.3353355823159","245.3353355823159","245.3353355823159","210.1190092050699","210.1190092050699","210.1190092050699","309.6682530592249","309.6682530592249","309.6682530592249"
"157644","251.829690401696","251.829690401696","251.829690401696","208.50300196100412","208.50300196100412","208.50300196100412","313.404950214912","313.404950214912","313.404950214912"
"157795","250.8614054362862","250.8614054362862","250.8614054362862","209.36361666440746","209.36361666440746","209.36361666440746","306.9586613596598","306.9586613596598","306.9586613596598"
"157946","242.0629325862927","242.0629325862927","242.0629325862927","209.4213800970816","209.4213800970816","209.4213800970816","310.8950203430344","310.8950203430344","310.8950203430344"
"158097","247.63969737822393","247.63969737822393","247.63969737822393","209.10655049793556","209.10655049793556","209.10655049793556","308.6996781889872","308.6996781889872","308.6996781889872"
"158248","241.9327629917382","241.9327629917382","241.9327629917382","209.76626091154836","209.76626091154836","209.76626091154836","307.9811220412007","307.9811220412007","307.9811220412007"
"158399","248.30271971943782","248.30271971943782","248.30271971943782","207.19413504348336","207.19413504348336","207.19413504348336","312.0687395808986","312.0687395808986","312.0687395808986"
"158550","246.3928806432944","246.3928806432944","246.3928806432944","207.07480670766768","207.07480670766768","207.07480670766768","314.2281580236747","314.2281580236747","314.2281580236747"
"158701","241.82383781938833","241.82383781938833","241.82383781938833","212.20821823187651","212.20821823187651","212.20821823187651","315.8462782668826","315.8462782668826","315.8462782668826"
"158852","251.3974676837953","251.3974676837953","251.3974676837953","206.40742820217193","206.40742820217193","206.40742820217193","310.2295944377992","310.2295944377992","310.2295944377992"
"159003","244.7382769685099","244.7382769685099","244.7382769685099","209.24571844898043","209.24571844898043","209.24571844898043","312.14977798767546","312.14977798767546","312.14977798767546"
"159154","245.68114793407165","245.68114793407165","245.68114793407165","212.66980605048508","212.66980605048508","212.66980605048508","306.21589072383256","306.21589072383256","306.21589072383256"
"159305","248.3139942827909","248.3139942827909","248.3139942827909","210.33427477627768","210.33427477627768","210.33427477627768","314.87156009267244","314.87156009267244","314.87156009267244"
"159456","245.98714780861476","245.98714780861476","245.98714780861476","205.4021299757435","205.4021299757435","205.4021299757435","314.0704825202632","314.0704825202632","314.0704825202632"
"159607","243.97381463634616","243.97381463634616","243.97381463634616","210.3702295462088","210.3702295462088","210.3702295462088","315.2859351616697","315.2859351616697","315.2859351616697"
"159758","243.69080713402312","243.69080713402312","243.69080713402312","213.015109586565","213.015109586565","213.015109586565","316.5205272522437","316.5205272522437","316.5205272522437"
"159909","250.716727118472","250.716727118472","250.716727118472","202.73777477905688","202.73777477905688","202.73777477905688","312.11354352925554","312.11354352925554","312.11354352925554"
"160060","249.8814442415014","249.8814442415014","249.8814442415014","211.37314411088173","211.37314411088173","211.37314411088173","314.12562022148467","314.12562022148467","314.12562022148467"
"160211","247.57720677914762","247.57720677914762","247.57720677914762","207.11922631374944","207.11922631374944","207.11922631374944","310.30536819129134","310.30536819129134","310.30536819129134"
"160362","251.4107298918865","251.4107298918865","251.4107298918865","212.3370525556645","212.3370525556645","212.3370525556645","311.79273636693375","311.79273636693375","311.79273636693375"
"160513","246.96860481269792","246.96860481269792","246.96860481269792","215.45493792340207","215.45493792340207","215.45493792340207","314.29648474064345","314.29648474064345","314.29648474064345"
"160664","248.52374888433698","248.52374888433698","248.52374888433698","205.31046910925306","205.31046910925306","205.31046910925306","315.18804783085614","315.18804783085614","315.18804783085614"
"160815","242.97326056400354","242.97326056400354","242.97326056400354","207.73668809686095","207.73668809686095","207.73668809686095","310.0157993831727","310.0157993831727","310.0157993831727"
"160966","251.99885051220502","251.99885051220502","251.99885051220502","208.6623762447865","208.6623762447865","208.6623762447865","309.20281369287324","309.20281369287324","309.20281369287324"
"161117","253.9854757112855","253.9854757112855","253.9854757112855","207.1646492162955","207.1646492162955","207.1646492162955","311.45680330562925","311.45680330562925","311.45680330562925"
"161268","250.93607391416054","250.93607391416054","250.93607391416054","207.81467345585324","207.81467345585324","207.81467345585324","317.0566687147241","317.0566687147241","317.0566687147241"
"161419","254.02521092960828","254.02521092960828","254.02521092960828","205.42352016951327","205.42352016951327","205.42352016951327","313.01625818401385","313.01625818401385","313.01625818401385"
"161570","249.22556522249798","249.22556522249798","249.22556522249798","202.4574812205599","202.4574812205599","202.4574812205599","318.36806409643975","318.36806409643975","318.36806409643975"
"161721","248.7222232980486","248.7222232980486","248.7222232980486","204.08218356540087","204.08218356540087","204.08218356540087","318.5795177309458","318.5795177309458","318.5795177309458"
"161872","242.7923959752642","242.7923959752642","242.7923959752642","207.46554009149276","207.46554009149276","207.46554009149276","310.75117849657727","310.75117849657727","310.75117849657727"
"162023","249.51954537489652","249.51954537489652","249.51954537489652","208.43615809152737","208.43615809152737","208.43615809152737","304.0262728533753","304.0262728533753","304.0262728533753"
"162174","247.78416785435508","247.78416785435508","247.78416785435508","212.22328499488253","212.22328499488253","212.22328499488253","313.9795020739652","313.9795020739652","313.9795020739652"
"162325","256.51246932913784","256.51246932913784","256.51246932913784","202.28056712815425","202.28056712815425","202.28056712815425","314.0074288501629","314.0074288501629","314.0074288501629"
"162476","249.3555563049872","249.3555563049872","249.3555563049872","208.882594893638","208.882594893638","208.882594893638","307.2870361971084","307.2870361971084","307.2870361971084"
"162627","253.07788068301159","253.07788068301159","253.07788068301159","213.45218519338212","213.45218519338212","213.45218519338212","309.4297677869998","309.4297677869998","309.4297677869998"
"162778","250.46723611980212","250.46723611980212","250.46723611980212","213.84079897942456","213.84079897942456","213.84079897942456","313.8571523472246","313.8571523472246","313.8571523472246"
"162929","252.43451515029528","252.43451515029528","252.43451515029528","205.53941673123347","205.53941673123347","205.53941673123347","307.2859823847872","307.2859823847872","307.2859823847872"
"163080","260.70843603975806","260.70843603975806","260.70843603975806","211.4930179510083","211.4930179510083","211.4930179510083","317.73378630661955","317.73378630661955","317.73378630661955"
"163231","254.27485915029885","254.27485915029885","254.27485915029885","217.116294200556","217.116294200556","217.116294200556","312.4944924207089","312.4944924207089","312.4944924207089"
"163382","255.76948067905263","255.76948067905263","255.76948067905263","204.8206966451744","204.8206966451744","204.8206966451744","311.2811541262517","311.2811541262517","311.2811541262517"
"163533","254.52275822334786","254.52275822334786","254.52275822334786","208.30840319903584","208.30840319903584","208.30840319903584","310.6632147471857","310.6632147471857","310.6632147471857"
"163684","249.20092465276375","249.20092465276375","249.20092465276375","210.24116456318674","210.24116456318674","210.24116456318674","311.2248571772739","311.2248571772739","311.2248571772739"
"163835","250.35074819903687","250.35074819903687","250.35074819903687","205.10575551448696","205.10575551448696","205.10575551448696","311.4119840126769","311.4119840126769","311.4119840126769"
"163986","255.98534567159734","255.98534567159734","255.98534567159734","214.52848659512165","214.52848659512165","214.52848659512165","306.44645683751577","306.44645683751577","306.44645683751577"
"164137","252.11399185041066","252.11399185041066","252.11399185041066","207.2899392985663","207.2899392985663","207.2899392985663","312.064809840347","312.064809840347","312.064809840347"
"164288","251.01087593008643","251.01087593008643","251.01087593008643","221.24150473127986","221.24150473127986","221.24150473127986","309.8053389161966","309.8053389161966","309.8053389161966"
"164439","254.23774371802136","254.23774371802136","254.23774371802136","207.58307269429514","207.58307269429514","207.58307269429514","310.7721427974808","310.7721427974808","310.7721427974808"
"164590","254.58550560287355","254.58550560287355","254.58550560287355","218.3530543956419","218.3530543956419","218.3530543956419","306.545039033942","306.545039033942","306.545039033942"
"164741","253.46695250542737","253.46695250542737","253.46695250542737","208.26052782806045","208.26052782806045","208.26052782806045","307.27528368860834","307.27528368860834","307.27528368860834"
"164892","253.89049131402055","253.89049131402055","253.89049131402055","208.8608527975056","208.8608527975056","208.8608527975056","310.44712221933526","310.44712221933526","310.44712221933526"
"165043","255.3027041328468","255.3027041328468","255.3027041328468","206.8275237511895","206.8275237511895","206.8275237511895","309.6210698725334","309.6210698725334","309.6210698725334"
"165194","260.87428442865695","260.87428442865695","260.87428442865695","209.42839836927763","209.42839836927763","209.42839836927763","307.81480055074564","307.81480055074564","307.81480055074564"
"165345","252.54440051155717","252.54440051155717","252.54440051155717","209.04740297210697","209.04740297210697","209.04740297210697","313.4489308069202","313.4489308069202","313.4489308069202"
"165496","254.21005126819168","254.21005126819168","254.21005126819168","210.02217046833934","210.02217046833934","210.02217046833934","312.7244092611414","312.7244092611414","312.7244092611414"
"165647","247.50962726980265","247.50962726980265","247.50962726980265","205.31648267080996","205.31648267080996","205.31648267080996","313.2386182202768","313.2386182202768","313.2386182202768"
"165798","253.0232744538882","253.0232744538882","253.0232744538882","209.9123856289413","209.9123856289413","209.9123856289413","316.1995710314782","316.1995710314782","316.1995710314782"
"165949","259.11759572844943","259.11759572844943","259.11759572844943","204.017421419184","204.017421419184","204.017421419184","314.74213648218927","314.74213648218927","314.74213648218927"
"166100","256.41888371322216","256.41888371322216","256.41888371322216","210.2699440928667","210.2699440928667","210.2699440928667","315.2933475356471","315.2933475356471","315.2933475356471"
"166251","256.66683464636736","256.66683464636736","256.66683464636736","204.15218440517006","204.15218440517006","204.15218440517006","318.6668170019119","318.6668170019119","318.6668170019119"
"166402","252.87683806542367","252.87683806542367","252.87683806542367","207.89463091846355","207.89463091846355","207.89463091846355","314.6853608993789","314.6853608993789","314.6853608993789"
"166553","255.9049821020895","255.9049821020895","255.9049821020895","211.06112212599956","211.06112212599956","211.06112212599956","316.8387292411747","316.8387292411747","316.8387292411747"
"166704","252.65081127833395","252.65081127833395","252.65081127833395","212.14325423587195","212.14325423587195","212.14325423587195","313.28838427695774","313.28838427695774","313.28838427695774"
"166855","251.9431100584373","251.9431100584373","251.9431100584373","213.07847123551792","213.07847123551792","213.07847123551792","319.4751225616128","319.4751225616128","319.4751225616128"
"167006","256.5562143753989","256.5562143753989","256.5562143753989","203.58244987594273","203.58244987594273","203.58244987594273","320.53940031547734","320.53940031547734","320.53940031547734"
"167157","252.9266502605719","252.9266502605719","252.9266502605719","211.69298559599946","211.69298559599946","211.69298559599946","319.04870091807226","319.04870091807226","319.04870091807226"
"167308","257.16596214892695","257.16596214892695","257.16596214892695","204.45700211834856","204.45700211834856","204.45700211834856","320.6488983658906","320.6488983658906","320.6488983658906"
"167459","256.86729620118194","256.86729620118194","256.86729620118194","209.94125736900224","209.94125736900224","209.94125736900224","322.67290701621795","322.67290701621795","322.67290701621795"
"167610","253.2781848130299","253.2781848130299","253.2781848130299","209.33237208356235","209.33237208356235","209.33237208356235","321.8682387937229","321.8682387937229","321.8682387937229"
"167761","254.61060405231936","254.61060405231936","254.61060405231936","210.70446895065862","210.70446895065862","210.70446895065862","316.9453946537518","316.9453946537518","316.9453946537518"
"167912","254.43836389000262","254.43836389000262","254.43836389000262","215.45650774854693","215.45650774854693","215.45650774854693","316.84972448801284","316.84972448801284","316.84972448801284"
"168063","255.60697153122467","255.60697153122467","255.60697153122467","209.63342009590883","209.63342009590883","209.63342009590883","315.13968469943137","315.13968469943137","315.13968469943137"
"168214","253.9542791789682","253.9542791789682","253.9542791789682","206.0267063756598","206.0267063756598","206.0267063756598","318.7118198685863","318.7118198685863","318.7118198685863"
"168365","258.6121075189886","258.6121075189886","258.6121075189886","213.01051517577665","213.01051517577665","213.01051517577665","313.5945635004279","313.5945635004279","313.5945635004279"
"168516","250.21839801423423","250.21839801423423","250.21839801423423","209.79228875402035","209.79228875402035","209.79228875402035","304.69532161938594","304.69532161938594","304.69532161938594"
"168667","258.90195206501176","258.90195206501176","258.90195206501176","211.81274620028594","211.81274620028594","211.81274620028594","316.3639851169108","316.3639851169108","316.3639851169108"
"168818","257.98296550144096","257.98296550144096","257.98296550144096","207.635394171216","207.635394171216","207.635394171216","314.17634134536087","314.17634134536087","314.17634134536087"
