"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1699608275.974176--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"719015","2095.795746205116","2095.795746205116","2095.795746205116"
"719784","2101.199931649799","2101.199931649799","2101.199931649799"
"720553","2106.869383192984","2106.869383192984","2106.869383192984"
"721322","2102.7551648635713","2102.7551648635713","2102.7551648635713"
"722091","2105.0156758022185","2105.0156758022185","2105.0156758022185"
"722860","2106.5604985977825","2106.5604985977825","2106.5604985977825"
"723629","2105.4149527316627","2105.4149527316627","2105.4149527316627"
"724398","2112.944116875174","2112.944116875174","2112.944116875174"
"725167","2109.7941150634983","2109.7941150634983","2109.7941150634983"
"725936","2107.0094483664175","2107.0094483664175","2107.0094483664175"
"726705","2106.4378297431153","2106.4378297431153","2106.4378297431153"
"727474","2096.2948229533426","2096.2948229533426","2096.2948229533426"
"728243","2106.8276955900787","2106.8276955900787","2106.8276955900787"
"729012","2100.615848992885","2100.615848992885","2100.615848992885"
"729781","2098.7256466275508","2098.7256466275508","2098.7256466275508"
"730550","2113.1854547491716","2113.1854547491716","2113.1854547491716"
"731319","2110.1721563885612","2110.1721563885612","2110.1721563885612"
"732088","2119.383861743015","2119.383861743015","2119.383861743015"
"732857","2104.440891027331","2104.440891027331","2104.440891027331"
"733626","2104.7925576775015","2104.7925576775015","2104.7925576775015"
"734395","2101.97323247597","2101.97323247597","2101.97323247597"
"735164","2106.792293646986","2106.792293646986","2106.792293646986"
"735933","2097.2360895774113","2097.2360895774113","2097.2360895774113"
"736702","2105.4672006586334","2105.4672006586334","2105.4672006586334"
"737471","2112.754982200982","2112.754982200982","2112.754982200982"
"738240","2107.072219838268","2107.072219838268","2107.072219838268"
"739009","2103.0920129445853","2103.0920129445853","2103.0920129445853"
"739778","2107.2656468233527","2107.2656468233527","2107.2656468233527"
"740547","2111.8857448866747","2111.8857448866747","2111.8857448866747"
"741316","2114.897767935625","2114.897767935625","2114.897767935625"
"742085","2111.4513820806205","2111.4513820806205","2111.4513820806205"
"742854","2117.071477967565","2117.071477967565","2117.071477967565"
"743623","2107.6404374915533","2107.6404374915533","2107.6404374915533"
"744392","2107.723667168639","2107.723667168639","2107.723667168639"
"745161","2109.296262167844","2109.296262167844","2109.296262167844"
"745930","2111.4355357244913","2111.4355357244913","2111.4355357244913"
"746699","2096.8943102440185","2096.8943102440185","2096.8943102440185"
"747468","2104.9534980744515","2104.9534980744515","2104.9534980744515"
"748237","2099.5150291113737","2099.5150291113737","2099.5150291113737"
"749006","2102.8678310307514","2102.8678310307514","2102.8678310307514"
"749775","2110.2083511747237","2110.2083511747237","2110.2083511747237"
"750544","2101.118129575967","2101.118129575967","2101.118129575967"
"751313","2108.8691418223993","2108.8691418223993","2108.8691418223993"
"752082","2110.7094575273027","2110.7094575273027","2110.7094575273027"
"752851","2109.478793182802","2109.478793182802","2109.478793182802"
"753620","2124.347067952208","2124.347067952208","2124.347067952208"
"754389","2107.648878559791","2107.648878559791","2107.648878559791"
"755158","2106.0548385864963","2106.0548385864963","2106.0548385864963"
"755927","2098.9804091844208","2098.9804091844208","2098.9804091844208"
"756696","2115.3879294609533","2115.3879294609533","2115.3879294609533"
"757465","2110.855729829612","2110.855729829612","2110.855729829612"
"758234","2116.823629630306","2116.823629630306","2116.823629630306"
"759003","2108.7381825279945","2108.7381825279945","2108.7381825279945"
"759772","2109.6902440660715","2109.6902440660715","2109.6902440660715"
"760541","2101.1928615957668","2101.1928615957668","2101.1928615957668"
"761310","2105.841743444794","2105.841743444794","2105.841743444794"
"762079","2100.0432520602385","2100.0432520602385","2100.0432520602385"
"762848","2118.4350211105425","2118.4350211105425","2118.4350211105425"
"763617","2117.579832647309","2117.579832647309","2117.579832647309"
"764386","2124.2592333628836","2124.2592333628836","2124.2592333628836"
"765155","2110.5178427124756","2110.5178427124756","2110.5178427124756"
"765924","2109.1213777963358","2109.1213777963358","2109.1213777963358"
"766693","2116.8765635528807","2116.8765635528807","2116.8765635528807"
"767462","2117.2057528852124","2117.2057528852124","2117.2057528852124"
"768231","2115.2075996532603","2115.2075996532603","2115.2075996532603"
"769000","2114.5251494030044","2114.5251494030044","2114.5251494030044"
"769769","2111.4214672108615","2111.4214672108615","2111.4214672108615"
"770538","2106.1166020454643","2106.1166020454643","2106.1166020454643"
"771307","2111.314534485219","2111.314534485219","2111.314534485219"
"772076","2119.8039361134547","2119.8039361134547","2119.8039361134547"
"772845","2117.3780761013654","2117.3780761013654","2117.3780761013654"
"773614","2121.4646718855824","2121.4646718855824","2121.4646718855824"
"774383","2116.2856759231245","2116.2856759231245","2116.2856759231245"
"775152","2114.658460976184","2114.658460976184","2114.658460976184"
"775921","2115.6912466311655","2115.6912466311655","2115.6912466311655"
"776690","2123.082753946174","2123.082753946174","2123.082753946174"
"777459","2114.108788297671","2114.108788297671","2114.108788297671"
"778228","2114.1260796473784","2114.1260796473784","2114.1260796473784"
"778997","2115.660148789824","2115.660148789824","2115.660148789824"
"779766","2109.561476051373","2109.561476051373","2109.561476051373"
"780535","2103.2120246224595","2103.2120246224595","2103.2120246224595"
"781304","2119.3600896380467","2119.3600896380467","2119.3600896380467"
"782073","2113.741418881558","2113.741418881558","2113.741418881558"
"782842","2121.991604387984","2121.991604387984","2121.991604387984"
"783611","2117.5935788884162","2117.5935788884162","2117.5935788884162"
"784380","2103.075222806133","2103.075222806133","2103.075222806133"
"785149","2126.791719567555","2126.791719567555","2126.791719567555"
"785918","2114.963195791488","2114.963195791488","2114.963195791488"
"786687","2109.3307158002744","2109.3307158002744","2109.3307158002744"
"787456","2118.1136381403544","2118.1136381403544","2118.1136381403544"
"788225","2109.3898551157486","2109.3898551157486","2109.3898551157486"
"788994","2097.0503003260837","2097.0503003260837","2097.0503003260837"
"789763","2112.2473455634913","2112.2473455634913","2112.2473455634913"
"790532","2102.828169004367","2102.828169004367","2102.828169004367"
"791301","2117.757901424344","2117.757901424344","2117.757901424344"
"792070","2119.0779537411086","2119.0779537411086","2119.0779537411086"
"792839","2114.4997075250853","2114.4997075250853","2114.4997075250853"
"793608","2122.3992136679917","2122.3992136679917","2122.3992136679917"
"794377","2111.057437859185","2111.057437859185","2111.057437859185"
"795146","2112.362500900086","2112.362500900086","2112.362500900086"
"795915","2115.0783640032905","2115.0783640032905","2115.0783640032905"
"796684","2120.0872248292126","2120.0872248292126","2120.0872248292126"
"797453","2112.9882376772625","2112.9882376772625","2112.9882376772625"
"798222","2106.741966454658","2106.741966454658","2106.741966454658"
"798991","2113.5842004156552","2113.5842004156552","2113.5842004156552"
"799760","2112.4285808397253","2112.4285808397253","2112.4285808397253"
"800529","2119.135800821773","2119.135800821773","2119.135800821773"
"801298","2118.427251545588","2118.427251545588","2118.427251545588"
"802067","2123.1783263180587","2123.1783263180587","2123.1783263180587"
"802836","2112.902777593069","2112.902777593069","2112.902777593069"
"803605","2121.992200292565","2121.992200292565","2121.992200292565"
"804374","2117.2791561442787","2117.2791561442787","2117.2791561442787"
"805143","2110.6246984494187","2110.6246984494187","2110.6246984494187"
"805912","2116.3176369059615","2116.3176369059615","2116.3176369059615"
"806681","2114.8469237870345","2114.8469237870345","2114.8469237870345"
"807450","2112.8305459838903","2112.8305459838903","2112.8305459838903"
"808219","2108.2909165541464","2108.2909165541464","2108.2909165541464"
"808988","2111.051294885862","2111.051294885862","2111.051294885862"
"809757","2106.8515193445332","2106.8515193445332","2106.8515193445332"
"810526","2119.630559221574","2119.630559221574","2119.630559221574"
"811295","2131.5846262850173","2131.5846262850173","2131.5846262850173"
"812064","2112.1869662092195","2112.1869662092195","2112.1869662092195"
"812833","2125.533815152112","2125.533815152112","2125.533815152112"
"813602","2118.907648456358","2118.907648456358","2118.907648456358"
"814371","2112.7880814700407","2112.7880814700407","2112.7880814700407"
"815140","2123.224233249988","2123.224233249988","2123.224233249988"
"815909","2130.293834583844","2130.293834583844","2130.293834583844"
"816678","2126.676453940067","2126.676453940067","2126.676453940067"
"817447","2120.3794130796173","2120.3794130796173","2120.3794130796173"
"818216","2123.063042362966","2123.063042362966","2123.063042362966"
"818985","2123.1120269516828","2123.1120269516828","2123.1120269516828"
"819754","2121.6434121018974","2121.6434121018974","2121.6434121018974"
"820523","2108.7698707230193","2108.7698707230193","2108.7698707230193"
"821292","2110.619245932245","2110.619245932245","2110.619245932245"
"822061","2117.907499559821","2117.907499559821","2117.907499559821"
"822830","2113.4913224439756","2113.4913224439756","2113.4913224439756"
"823599","2119.9999183630434","2119.9999183630434","2119.9999183630434"
"824368","2128.598432520179","2128.598432520179","2128.598432520179"
"825137","2123.0901491918776","2123.0901491918776","2123.0901491918776"
"825906","2121.667959188996","2121.667959188996","2121.667959188996"
"826675","2119.5548831666842","2119.5548831666842","2119.5548831666842"
"827444","2118.3607245615635","2118.3607245615635","2118.3607245615635"
"828213","2127.260224697876","2127.260224697876","2127.260224697876"
"828982","2119.6182208795058","2119.6182208795058","2119.6182208795058"
"829751","2125.7317944086726","2125.7317944086726","2125.7317944086726"
"830520","2117.4977849058264","2117.4977849058264","2117.4977849058264"
"831289","2112.693956831974","2112.693956831974","2112.693956831974"
"832058","2120.4423496442955","2120.4423496442955","2120.4423496442955"
"832827","2107.0005751705667","2107.0005751705667","2107.0005751705667"
"833596","2118.3762601569156","2118.3762601569156","2118.3762601569156"
"834365","2119.4657933404374","2119.4657933404374","2119.4657933404374"
"835134","2123.4193993087647","2123.4193993087647","2123.4193993087647"
"835903","2116.9436299739928","2116.9436299739928","2116.9436299739928"
"836672","2128.6316177062845","2128.6316177062845","2128.6316177062845"
"837441","2120.620699794808","2120.620699794808","2120.620699794808"
"838210","2126.011186797695","2126.011186797695","2126.011186797695"
"838979","2115.952044811448","2115.952044811448","2115.952044811448"
"839748","2127.512165187939","2127.512165187939","2127.512165187939"
"840517","2111.1313283323543","2111.1313283323543","2111.1313283323543"
"841286","2119.2663598881954","2119.2663598881954","2119.2663598881954"
"842055","2121.5712009789877","2121.5712009789877","2121.5712009789877"
"842824","2110.8042277684967","2110.8042277684967","2110.8042277684967"
"843593","2124.4538517006254","2124.4538517006254","2124.4538517006254"
"844362","2110.510852068815","2110.510852068815","2110.510852068815"
"845131","2121.58503104303","2121.58503104303","2121.58503104303"
"845900","2130.4519136349577","2130.4519136349577","2130.4519136349577"
"846669","2129.140552750418","2129.140552750418","2129.140552750418"
"847438","2113.6885810225594","2113.6885810225594","2113.6885810225594"
"848207","2133.9361764313126","2133.9361764313126","2133.9361764313126"
"848976","2122.3474268677055","2122.3474268677055","2122.3474268677055"
"849745","2121.001861391767","2121.001861391767","2121.001861391767"
"850514","2119.7674255989914","2119.7674255989914","2119.7674255989914"
"851283","2117.3292362920893","2117.3292362920893","2117.3292362920893"
"852052","2129.8156701391954","2129.8156701391954","2129.8156701391954"
"852821","2123.8115340755076","2123.8115340755076","2123.8115340755076"
"853590","2120.721564750274","2120.721564750274","2120.721564750274"
"854359","2119.6671077576693","2119.6671077576693","2119.6671077576693"
"855128","2118.254915120264","2118.254915120264","2118.254915120264"
"855897","2135.904726021736","2135.904726021736","2135.904726021736"
"856666","2120.427727665825","2120.427727665825","2120.427727665825"
"857435","2123.64374382582","2123.64374382582","2123.64374382582"
"858204","2128.4748667895374","2128.4748667895374","2128.4748667895374"
"858973","2131.812187794939","2131.812187794939","2131.812187794939"
"859742","2123.6629345714423","2123.6629345714423","2123.6629345714423"
"860511","2122.0794996566606","2122.0794996566606","2122.0794996566606"
"861280","2123.38102350681","2123.38102350681","2123.38102350681"
"862049","2119.994382914384","2119.994382914384","2119.994382914384"
"862818","2129.1659914445554","2129.1659914445554","2129.1659914445554"
"863587","2120.241151401901","2120.241151401901","2120.241151401901"
"864356","2118.0310162943742","2118.0310162943742","2118.0310162943742"
"865125","2135.671187609803","2135.671187609803","2135.671187609803"
"865894","2132.2000716515554","2132.2000716515554","2132.2000716515554"
"866663","2125.1774813912084","2125.1774813912084","2125.1774813912084"
"867432","2117.8000716767656","2117.8000716767656","2117.8000716767656"
"868201","2125.4562669563516","2125.4562669563516","2125.4562669563516"
"868970","2117.209937451954","2117.209937451954","2117.209937451954"
"869739","2133.1716631783142","2133.1716631783142","2133.1716631783142"
"870508","2119.5738569096998","2119.5738569096998","2119.5738569096998"
"871277","2119.888075727071","2119.888075727071","2119.888075727071"
"872046","2117.024710583801","2117.024710583801","2117.024710583801"
"872815","2115.291631960606","2115.291631960606","2115.291631960606"
"873584","2127.2498146851667","2127.2498146851667","2127.2498146851667"
"874353","2112.479324695051","2112.479324695051","2112.479324695051"
"875122","2114.9672973006113","2114.9672973006113","2114.9672973006113"
"875891","2117.482464514731","2117.482464514731","2117.482464514731"
"876660","2130.758439315997","2130.758439315997","2130.758439315997"
"877429","2120.827000306314","2120.827000306314","2120.827000306314"
"878198","2128.6418855087227","2128.6418855087227","2128.6418855087227"
"878967","2126.4372921551712","2126.4372921551712","2126.4372921551712"
"879736","2122.9212732859323","2122.9212732859323","2122.9212732859323"
"880505","2118.0671131253166","2118.0671131253166","2118.0671131253166"
"881274","2121.4654003452774","2121.4654003452774","2121.4654003452774"
"882043","2126.770823942041","2126.770823942041","2126.770823942041"
"882812","2121.340215715341","2121.340215715341","2121.340215715341"
"883581","2123.1412423887873","2123.1412423887873","2123.1412423887873"
"884350","2118.2438444061913","2118.2438444061913","2118.2438444061913"
"885119","2118.937469993324","2118.937469993324","2118.937469993324"
"885888","2131.1292089048757","2131.1292089048757","2131.1292089048757"
"886657","2126.390342809446","2126.390342809446","2126.390342809446"
"887426","2140.034912096964","2140.034912096964","2140.034912096964"
"888195","2126.1020615263337","2126.1020615263337","2126.1020615263337"
"888964","2126.8421016592265","2126.8421016592265","2126.8421016592265"
"889733","2120.5813442951503","2120.5813442951503","2120.5813442951503"
"890502","2146.01498201708","2146.01498201708","2146.01498201708"
"891271","2118.315243637441","2118.315243637441","2118.315243637441"
"892040","2130.8874059551176","2130.8874059551176","2130.8874059551176"
"892809","2117.5689577006187","2117.5689577006187","2117.5689577006187"
"893578","2132.9930001037005","2132.9930001037005","2132.9930001037005"
"894347","2128.9833427660974","2128.9833427660974","2128.9833427660974"
"895116","2121.7518068044437","2121.7518068044437","2121.7518068044437"
"895885","2133.070095838378","2133.070095838378","2133.070095838378"
"896654","2131.441280213175","2131.441280213175","2131.441280213175"
"897423","2134.080898003222","2134.080898003222","2134.080898003222"
"898192","2133.424272938391","2133.424272938391","2133.424272938391"
"898961","2120.1368651048824","2120.1368651048824","2120.1368651048824"
"899730","2131.920796955317","2131.920796955317","2131.920796955317"
"900499","2130.0002546645765","2130.0002546645765","2130.0002546645765"
"901268","2127.0371401749317","2127.0371401749317","2127.0371401749317"
"902037","2132.783652527219","2132.783652527219","2132.783652527219"
"902806","2121.7480783284445","2121.7480783284445","2121.7480783284445"
"903575","2128.601561311126","2128.601561311126","2128.601561311126"
"904344","2120.888188964476","2120.888188964476","2120.888188964476"
"905113","2128.3562260703115","2128.3562260703115","2128.3562260703115"
"905882","2128.811948270739","2128.811948270739","2128.811948270739"
"906651","2128.2547015488835","2128.2547015488835","2128.2547015488835"
"907420","2132.493358931353","2132.493358931353","2132.493358931353"
"908189","2136.0369734600213","2136.0369734600213","2136.0369734600213"
"908958","2125.346307602442","2125.346307602442","2125.346307602442"
"909727","2132.338798673735","2132.338798673735","2132.338798673735"
"910496","2128.3054738517926","2128.3054738517926","2128.3054738517926"
"911265","2131.3434061127487","2131.3434061127487","2131.3434061127487"
"912034","2143.096390821525","2143.096390821525","2143.096390821525"
"912803","2128.81925026991","2128.81925026991","2128.81925026991"
"913572","2143.169647293702","2143.169647293702","2143.169647293702"
"914341","2138.6890237677903","2138.6890237677903","2138.6890237677903"
"915110","2127.1624266526374","2127.1624266526374","2127.1624266526374"
"915879","2130.623870011768","2130.623870011768","2130.623870011768"
"916648","2123.808639427232","2123.808639427232","2123.808639427232"
"917417","2135.876024814527","2135.876024814527","2135.876024814527"
"918186","2132.480416447129","2132.480416447129","2132.480416447129"
"918955","2132.9481498323826","2132.9481498323826","2132.9481498323826"
"919724","2143.3870890232874","2143.3870890232874","2143.3870890232874"
"920493","2141.493800265822","2141.493800265822","2141.493800265822"
"921262","2132.293237713259","2132.293237713259","2132.293237713259"
"922031","2136.5558360566856","2136.5558360566856","2136.5558360566856"
"922800","2127.159236467626","2127.159236467626","2127.159236467626"
"923569","2135.52524175285","2135.52524175285","2135.52524175285"
"924338","2122.615896712917","2122.615896712917","2122.615896712917"
"925107","2132.7216326263238","2132.7216326263238","2132.7216326263238"
"925876","2135.5697135224927","2135.5697135224927","2135.5697135224927"
"926645","2143.116014754502","2143.116014754502","2143.116014754502"
"927414","2133.0174379357327","2133.0174379357327","2133.0174379357327"
"928183","2133.315813168841","2133.315813168841","2133.315813168841"
"928952","2139.051518637019","2139.051518637019","2139.051518637019"
"929721","2132.8927605940744","2132.8927605940744","2132.8927605940744"
"930490","2137.9505129171075","2137.9505129171075","2137.9505129171075"
"931259","2135.5647018058016","2135.5647018058016","2135.5647018058016"
"932028","2136.1897581266276","2136.1897581266276","2136.1897581266276"
"932797","2145.453566599855","2145.453566599855","2145.453566599855"
"933566","2130.7491840347648","2130.7491840347648","2130.7491840347648"
"934335","2130.360977188877","2130.360977188877","2130.360977188877"
"935104","2132.420857488258","2132.420857488258","2132.420857488258"
"935873","2140.6298658925293","2140.6298658925293","2140.6298658925293"
"936642","2142.097762962912","2142.097762962912","2142.097762962912"
"937411","2133.9816484707176","2133.9816484707176","2133.9816484707176"
"938180","2136.604557876459","2136.604557876459","2136.604557876459"
"938949","2133.721918965493","2133.721918965493","2133.721918965493"
"939718","2135.8135066231553","2135.8135066231553","2135.8135066231553"
"940487","2121.363701282992","2121.363701282992","2121.363701282992"
"941256","2136.329833819191","2136.329833819191","2136.329833819191"
"942025","2134.2374104828323","2134.2374104828323","2134.2374104828323"
"942794","2123.957282230954","2123.957282230954","2123.957282230954"
"943563","2137.4337444453568","2137.4337444453568","2137.4337444453568"
"944332","2137.1759701539345","2137.1759701539345","2137.1759701539345"
"945101","2142.4730630991703","2142.4730630991703","2142.4730630991703"
"945870","2144.431435186269","2144.431435186269","2144.431435186269"
"946639","2122.982406326964","2122.982406326964","2122.982406326964"
"947408","2125.000934863391","2125.000934863391","2125.000934863391"
"948177","2141.4576563531705","2141.4576563531705","2141.4576563531705"
"948946","2140.9579947853836","2140.9579947853836","2140.9579947853836"
"949715","2128.892070737224","2128.892070737224","2128.892070737224"
"950484","2136.025990008553","2136.025990008553","2136.025990008553"
"951253","2140.777487343758","2140.777487343758","2140.777487343758"
"952022","2140.1199807033013","2140.1199807033013","2140.1199807033013"
"952791","2147.4904122008556","2147.4904122008556","2147.4904122008556"
"953560","2129.74762829478","2129.74762829478","2129.74762829478"
"954329","2135.5197791446935","2135.5197791446935","2135.5197791446935"
"955098","2138.5601288948988","2138.5601288948988","2138.5601288948988"
"955867","2136.7955083244256","2136.7955083244256","2136.7955083244256"
"956636","2144.593315380315","2144.593315380315","2144.593315380315"
"957405","2130.761587180325","2130.761587180325","2130.761587180325"
"958174","2133.0566401394985","2133.0566401394985","2133.0566401394985"
"958943","2134.1861983497165","2134.1861983497165","2134.1861983497165"
"959712","2133.8237896288397","2133.8237896288397","2133.8237896288397"
"960481","2136.5859763070966","2136.5859763070966","2136.5859763070966"
"961250","2132.6386758998055","2132.6386758998055","2132.6386758998055"
"962019","2137.549459468283","2137.549459468283","2137.549459468283"
"962788","2146.8190536770576","2146.8190536770576","2146.8190536770576"
"963557","2140.937623234849","2140.937623234849","2140.937623234849"
"964326","2141.1914826397856","2141.1914826397856","2141.1914826397856"
"965095","2134.1067932812043","2134.1067932812043","2134.1067932812043"
"965864","2135.8638780148294","2135.8638780148294","2135.8638780148294"
"966633","2135.842413354004","2135.842413354004","2135.842413354004"
"967402","2131.2666816786646","2131.2666816786646","2131.2666816786646"
"968171","2135.3010181952277","2135.3010181952277","2135.3010181952277"
"968940","2146.816075504715","2146.816075504715","2146.816075504715"
"969709","2142.4874876836766","2142.4874876836766","2142.4874876836766"
"970478","2121.563228731772","2121.563228731772","2121.563228731772"
"971247","2137.3997867003445","2137.3997867003445","2137.3997867003445"
"972016","2126.295649478348","2126.295649478348","2126.295649478348"
"972785","2126.5531018688985","2126.5531018688985","2126.5531018688985"
"973554","2144.779091509162","2144.779091509162","2144.779091509162"
"974323","2134.5303453275083","2134.5303453275083","2134.5303453275083"
"975092","2134.945489313712","2134.945489313712","2134.945489313712"
"975861","2134.3360513739676","2134.3360513739676","2134.3360513739676"
"976630","2135.542423629458","2135.542423629458","2135.542423629458"
"977399","2134.0321010618295","2134.0321010618295","2134.0321010618295"
"978168","2126.815367524715","2126.815367524715","2126.815367524715"
"978937","2123.688077467925","2123.688077467925","2123.688077467925"
"979706","2131.740972295836","2131.740972295836","2131.740972295836"
"980475","2124.3547896857363","2124.3547896857363","2124.3547896857363"
"981244","2146.275439219534","2146.275439219534","2146.275439219534"
"982013","2136.6912580785292","2136.6912580785292","2136.6912580785292"
"982782","2132.851606134188","2132.851606134188","2132.851606134188"
"983551","2125.6792499118296","2125.6792499118296","2125.6792499118296"
"984320","2135.059814192578","2135.059814192578","2135.059814192578"
"985089","2114.9750697135623","2114.9750697135623","2114.9750697135623"
"985858","2139.0763725963934","2139.0763725963934","2139.0763725963934"
"986627","2128.538803051391","2128.538803051391","2128.538803051391"
"987396","2143.4420746323894","2143.4420746323894","2143.4420746323894"
"988165","2130.2297945699584","2130.2297945699584","2130.2297945699584"
"988934","2151.8148661104537","2151.8148661104537","2151.8148661104537"
"989703","2146.641030261845","2146.641030261845","2146.641030261845"
"990472","2142.930803379193","2142.930803379193","2142.930803379193"
"991241","2141.7012680022335","2141.7012680022335","2141.7012680022335"
"992010","2141.1250857994078","2141.1250857994078","2141.1250857994078"
"992779","2146.8691757971724","2146.8691757971724","2146.8691757971724"
"993548","2144.2754425140997","2144.2754425140997","2144.2754425140997"
"994317","2135.5656376998218","2135.5656376998218","2135.5656376998218"
"995086","2149.741282468668","2149.741282468668","2149.741282468668"
"995855","2136.1820384487014","2136.1820384487014","2136.1820384487014"
"996624","2153.8829161808635","2153.8829161808635","2153.8829161808635"
"997393","2140.9816496397357","2140.9816496397357","2140.9816496397357"
"998162","2149.216955303662","2149.216955303662","2149.216955303662"
"998931","2145.6509892303784","2145.6509892303784","2145.6509892303784"
"999700","2137.2425125395675","2137.2425125395675","2137.2425125395675"
"1000469","2144.607463976312","2144.607463976312","2144.607463976312"
"1001238","2137.9405660417497","2137.9405660417497","2137.9405660417497"
"1002007","2130.842265466736","2130.842265466736","2130.842265466736"
"1002776","2133.9992516141424","2133.9992516141424","2133.9992516141424"
"1003545","2135.8141483529566","2135.8141483529566","2135.8141483529566"
"1004314","2142.579291263805","2142.579291263805","2142.579291263805"
"1005083","2145.280340013857","2145.280340013857","2145.280340013857"
"1005852","2133.3094702123176","2133.3094702123176","2133.3094702123176"
"1006621","2145.1540108016784","2145.1540108016784","2145.1540108016784"
"1007390","2138.392670761047","2138.392670761047","2138.392670761047"
"1008159","2132.813494813116","2132.813494813116","2132.813494813116"
"1008928","2145.960828513436","2145.960828513436","2145.960828513436"
"1009697","2137.394747670766","2137.394747670766","2137.394747670766"
"1010466","2138.5192149236887","2138.5192149236887","2138.5192149236887"
"1011235","2135.435169056854","2135.435169056854","2135.435169056854"
"1012004","2127.582524465044","2127.582524465044","2127.582524465044"
"1012773","2146.165008958306","2146.165008958306","2146.165008958306"
"1013542","2136.2162945535074","2136.2162945535074","2136.2162945535074"
"1014311","2140.125620206573","2140.125620206573","2140.125620206573"
"1015080","2145.637889300892","2145.637889300892","2145.637889300892"
"1015849","2139.5205134985003","2139.5205134985003","2139.5205134985003"
"1016618","2146.946705774353","2146.946705774353","2146.946705774353"
"1017387","2143.075066485736","2143.075066485736","2143.075066485736"
"1018156","2141.0493410332206","2141.0493410332206","2141.0493410332206"
"1018925","2145.472431607566","2145.472431607566","2145.472431607566"
"1019694","2138.3545328329633","2138.3545328329633","2138.3545328329633"
"1020463","2135.41805344804","2135.41805344804","2135.41805344804"
"1021232","2139.1310510560984","2139.1310510560984","2139.1310510560984"
"1022001","2152.542298173478","2152.542298173478","2152.542298173478"
"1022770","2129.796228926917","2129.796228926917","2129.796228926917"
"1023539","2139.2657632680757","2139.2657632680757","2139.2657632680757"
"1024308","2150.375161594467","2150.375161594467","2150.375161594467"
"1025077","2134.9598253153986","2134.9598253153986","2134.9598253153986"
"1025846","2137.7258718751445","2137.7258718751445","2137.7258718751445"
"1026615","2135.5017148502056","2135.5017148502056","2135.5017148502056"
"1027384","2138.2366923366662","2138.2366923366662","2138.2366923366662"
"1028153","2135.7070135776266","2135.7070135776266","2135.7070135776266"
"1028922","2144.519484576774","2144.519484576774","2144.519484576774"
"1029691","2135.6613197773186","2135.6613197773186","2135.6613197773186"
"1030460","2141.754947615094","2141.754947615094","2141.754947615094"
"1031229","2150.0857453353674","2150.0857453353674","2150.0857453353674"
"1031998","2137.3886450980986","2137.3886450980986","2137.3886450980986"
"1032767","2147.0795619052165","2147.0795619052165","2147.0795619052165"
"1033536","2141.5997069782156","2141.5997069782156","2141.5997069782156"
"1034305","2149.8846149913957","2149.8846149913957","2149.8846149913957"
"1035074","2146.234571886725","2146.234571886725","2146.234571886725"
"1035843","2133.7936504870568","2133.7936504870568","2133.7936504870568"
"1036612","2143.2204108646556","2143.2204108646556","2143.2204108646556"
"1037381","2138.2722107361856","2138.2722107361856","2138.2722107361856"
"1038150","2148.0810083385954","2148.0810083385954","2148.0810083385954"
"1038919","2137.877623750458","2137.877623750458","2137.877623750458"
"1039688","2146.3095264552035","2146.3095264552035","2146.3095264552035"
"1040457","2146.111533208206","2146.111533208206","2146.111533208206"
"1041226","2136.3582207481713","2136.3582207481713","2136.3582207481713"
"1041995","2139.7338846713856","2139.7338846713856","2139.7338846713856"
"1042764","2131.825328818074","2131.825328818074","2131.825328818074"
"1043533","2148.085181744034","2148.085181744034","2148.085181744034"
"1044302","2146.2719658065694","2146.2719658065694","2146.2719658065694"
"1045071","2155.5908339140233","2155.5908339140233","2155.5908339140233"
"1045840","2151.210514799214","2151.210514799214","2151.210514799214"
"1046609","2132.2643288678564","2132.2643288678564","2132.2643288678564"
"1047378","2137.2063939120253","2137.2063939120253","2137.2063939120253"
"1048147","2142.020184769938","2142.020184769938","2142.020184769938"
"1048916","2146.631004347555","2146.631004347555","2146.631004347555"
"1049685","2144.0315349711054","2144.0315349711054","2144.0315349711054"
"1050454","2135.8769123857683","2135.8769123857683","2135.8769123857683"
"1051223","2146.384239603075","2146.384239603075","2146.384239603075"
"1051992","2127.975732441696","2127.975732441696","2127.975732441696"
"1052761","2148.2765482041864","2148.2765482041864","2148.2765482041864"
"1053530","2150.286521721359","2150.286521721359","2150.286521721359"
"1054299","2136.189767681242","2136.189767681242","2136.189767681242"
"1055068","2140.8622277231248","2140.8622277231248","2140.8622277231248"
"1055837","2150.582086418526","2150.582086418526","2150.582086418526"
"1056606","2135.5658273367826","2135.5658273367826","2135.5658273367826"
"1057375","2145.681653668149","2145.681653668149","2145.681653668149"
"1058144","2129.671296562273","2129.671296562273","2129.671296562273"
"1058913","2147.556400611024","2147.556400611024","2147.556400611024"
"1059682","2147.987184124185","2147.987184124185","2147.987184124185"
"1060451","2140.720977040373","2140.720977040373","2140.720977040373"
"1061220","2133.837231496617","2133.837231496617","2133.837231496617"
