"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700057249.2211816--dipoDroQ-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MAX"
"179177","2078.551938225108","2078.551938225108","2078.551938225108","2126.62446833934","2126.62446833934","2126.62446833934"
"179946","2072.687974121098","2072.687974121098","2072.687974121098","2121.9005704592946","2121.9005704592946","2121.9005704592946"
"180715","2063.0803817455903","2063.0803817455903","2063.0803817455903","2124.404143882684","2124.404143882684","2124.404143882684"
"181484","2074.4385533675863","2074.4385533675863","2074.4385533675863","2140.095660875399","2140.095660875399","2140.095660875399"
"182253","2059.122795935896","2059.122795935896","2059.122795935896","2129.8929502417172","2129.8929502417172","2129.8929502417172"
"183022","2067.417565348535","2067.417565348535","2067.417565348535","2130.6941869324896","2130.6941869324896","2130.6941869324896"
"183791","2055.743521978706","2055.743521978706","2055.743521978706","2122.5447950124667","2122.5447950124667","2122.5447950124667"
"184560","2066.174400891723","2066.174400891723","2066.174400891723","2125.087303904788","2125.087303904788","2125.087303904788"
"185329","2058.752524593541","2058.752524593541","2058.752524593541","2136.574010624207","2136.574010624207","2136.574010624207"
"186098","2066.9549321540812","2066.9549321540812","2066.9549321540812","2125.850229584093","2125.850229584093","2125.850229584093"
"186867","2075.8445380650437","2075.8445380650437","2075.8445380650437","2122.049543992136","2122.049543992136","2122.049543992136"
"187636","2074.8101753132087","2074.8101753132087","2074.8101753132087","2132.968013848186","2132.968013848186","2132.968013848186"
"188405","2075.224271382914","2075.224271382914","2075.224271382914","2132.3125958389514","2132.3125958389514","2132.3125958389514"
"189174","2066.4369375935653","2066.4369375935653","2066.4369375935653","2139.7439156235528","2139.7439156235528","2139.7439156235528"
"189943","2072.4947102171354","2072.4947102171354","2072.4947102171354","2127.2219163433515","2127.2219163433515","2127.2219163433515"
"190712","2071.8279947263914","2071.8279947263914","2071.8279947263914","2125.84330050547","2125.84330050547","2125.84330050547"
"191481","2050.5127332495167","2050.5127332495167","2050.5127332495167","2132.375751952423","2132.375751952423","2132.375751952423"
"192250","2070.878666196754","2070.878666196754","2070.878666196754","2131.475359752905","2131.475359752905","2131.475359752905"
"193019","2079.0925187285097","2079.0925187285097","2079.0925187285097","2131.277215840757","2131.277215840757","2131.277215840757"
"193788","2074.682612393016","2074.682612393016","2074.682612393016","2137.4438619741213","2137.4438619741213","2137.4438619741213"
"194557","2072.057121363248","2072.057121363248","2072.057121363248","2124.064652878205","2124.064652878205","2124.064652878205"
"195326","2067.615715971815","2067.615715971815","2067.615715971815","2132.902246121008","2132.902246121008","2132.902246121008"
"196095","2078.1459828936263","2078.1459828936263","2078.1459828936263","2130.8619813685277","2130.8619813685277","2130.8619813685277"
"196864","2070.7913115513675","2070.7913115513675","2070.7913115513675","2139.6628775134595","2139.6628775134595","2139.6628775134595"
"197633","2076.0008587315747","2076.0008587315747","2076.0008587315747","2126.1185239454862","2126.1185239454862","2126.1185239454862"
"198402","2043.7981400617075","2043.7981400617075","2043.7981400617075","2137.7597775243125","2137.7597775243125","2137.7597775243125"
"199171","2071.905994550578","2071.905994550578","2071.905994550578","2125.6009614801947","2125.6009614801947","2125.6009614801947"
"199940","2062.264227798165","2062.264227798165","2062.264227798165","2136.099057231305","2136.099057231305","2136.099057231305"
"200709","2058.041858941388","2058.041858941388","2058.041858941388","2138.2018067842087","2138.2018067842087","2138.2018067842087"
"201478","2069.271245184767","2069.271245184767","2069.271245184767","2122.2628637084094","2122.2628637084094","2122.2628637084094"
"202247","2077.0114260675045","2077.0114260675045","2077.0114260675045","2137.308093753253","2137.308093753253","2137.308093753253"
"203016","2072.5235571519916","2072.5235571519916","2072.5235571519916","2142.2301963133455","2142.2301963133455","2142.2301963133455"
"203785","2052.1951917857114","2052.1951917857114","2052.1951917857114","2137.066072933669","2137.066072933669","2137.066072933669"
"204554","2061.198983777588","2061.198983777588","2061.198983777588","2135.826001353477","2135.826001353477","2135.826001353477"
"205323","2079.8008115556513","2079.8008115556513","2079.8008115556513","2145.9126080690316","2145.9126080690316","2145.9126080690316"
"206092","2069.2400246074963","2069.2400246074963","2069.2400246074963","2142.5937483213943","2142.5937483213943","2142.5937483213943"
"206861","2080.0612115597896","2080.0612115597896","2080.0612115597896","2143.6838450308214","2143.6838450308214","2143.6838450308214"
"207630","2071.7840662941853","2071.7840662941853","2071.7840662941853","2129.0272448309815","2129.0272448309815","2129.0272448309815"
"208399","2079.074027992736","2079.074027992736","2079.074027992736","2143.575161711031","2143.575161711031","2143.575161711031"
"209168","2083.123573517678","2083.123573517678","2083.123573517678","2142.796763674544","2142.796763674544","2142.796763674544"
"209937","2050.465513178598","2050.465513178598","2050.465513178598","2140.4834156088014","2140.4834156088014","2140.4834156088014"
"210706","2061.740851741621","2061.740851741621","2061.740851741621","2136.137148308311","2136.137148308311","2136.137148308311"
"211475","2062.332429284119","2062.332429284119","2062.332429284119","2143.4023750375623","2143.4023750375623","2143.4023750375623"
"212244","2082.8432840054875","2082.8432840054875","2082.8432840054875","2135.204558925324","2135.204558925324","2135.204558925324"
"213013","2072.2648627288536","2072.2648627288536","2072.2648627288536","2138.0667031138414","2138.0667031138414","2138.0667031138414"
"213782","2060.477837148085","2060.477837148085","2060.477837148085","2145.173875263397","2145.173875263397","2145.173875263397"
"214551","2079.5606538839565","2079.5606538839565","2079.5606538839565","2138.445084240213","2138.445084240213","2138.445084240213"
"215320","2083.2535287245546","2083.2535287245546","2083.2535287245546","2140.9867966769098","2140.9867966769098","2140.9867966769098"
"216089","2073.020073487974","2073.020073487974","2073.020073487974","2141.764957762854","2141.764957762854","2141.764957762854"
"216858","2075.1405246197714","2075.1405246197714","2075.1405246197714","2136.4489971753615","2136.4489971753615","2136.4489971753615"
"217627","2057.410723439868","2057.410723439868","2057.410723439868","2132.608087687248","2132.608087687248","2132.608087687248"
"218396","2065.182431736582","2065.182431736582","2065.182431736582","2136.9792744912133","2136.9792744912133","2136.9792744912133"
"219165","2064.964074915732","2064.964074915732","2064.964074915732","2132.2057772700114","2132.2057772700114","2132.2057772700114"
"219934","2064.4801547179195","2064.4801547179195","2064.4801547179195","2137.7153125359305","2137.7153125359305","2137.7153125359305"
"220703","2071.919065741143","2071.919065741143","2071.919065741143","2142.100078345485","2142.100078345485","2142.100078345485"
"221472","2068.38202020106","2068.38202020106","2068.38202020106","2148.587944271716","2148.587944271716","2148.587944271716"
"222241","2076.0023161352933","2076.0023161352933","2076.0023161352933","2147.492941397351","2147.492941397351","2147.492941397351"
"223010","2065.287445890622","2065.287445890622","2065.287445890622","2144.7404382547097","2144.7404382547097","2144.7404382547097"
"223779","2059.1591261174194","2059.1591261174194","2059.1591261174194","2137.6580034600315","2137.6580034600315","2137.6580034600315"
"224548","2074.978909511004","2074.978909511004","2074.978909511004","2141.7880759694954","2141.7880759694954","2141.7880759694954"
"225317","2068.4465613583075","2068.4465613583075","2068.4465613583075","2139.7630643422885","2139.7630643422885","2139.7630643422885"
"226086","2073.139541574339","2073.139541574339","2073.139541574339","2146.412037494695","2146.412037494695","2146.412037494695"
"226855","2059.0340521719663","2059.0340521719663","2059.0340521719663","2141.1366426214095","2141.1366426214095","2141.1366426214095"
"227624","2077.3215302339268","2077.3215302339268","2077.3215302339268","2144.1169624762483","2144.1169624762483","2144.1169624762483"
"228393","2073.425273940244","2073.425273940244","2073.425273940244","2143.4085355287157","2143.4085355287157","2143.4085355287157"
"229162","2053.6022688002827","2053.6022688002827","2053.6022688002827","2142.3282355415836","2142.3282355415836","2142.3282355415836"
"229931","2068.141955195008","2068.141955195008","2068.141955195008","2148.7586909644506","2148.7586909644506","2148.7586909644506"
"230700","2065.522892099059","2065.522892099059","2065.522892099059","2146.4263375021055","2146.4263375021055","2146.4263375021055"
"231469","2046.0522797899437","2046.0522797899437","2046.0522797899437","2134.8755133065442","2134.8755133065442","2134.8755133065442"
"232238","2055.6907798632355","2055.6907798632355","2055.6907798632355","2144.611493023637","2144.611493023637","2144.611493023637"
"233007","2062.983976517185","2062.983976517185","2062.983976517185","2146.435441397655","2146.435441397655","2146.435441397655"
"233776","2083.1929090791004","2083.1929090791004","2083.1929090791004","2160.932691426502","2160.932691426502","2160.932691426502"
"234545","2080.532841979403","2080.532841979403","2080.532841979403","2142.253765173406","2142.253765173406","2142.253765173406"
"235314","2077.426631335857","2077.426631335857","2077.426631335857","2146.179400229591","2146.179400229591","2146.179400229591"
"236083","2062.074173267558","2062.074173267558","2062.074173267558","2136.7680192914577","2136.7680192914577","2136.7680192914577"
"236852","2066.0080681425334","2066.0080681425334","2066.0080681425334","2147.3711031623307","2147.3711031623307","2147.3711031623307"
"237621","2067.0053940890884","2067.0053940890884","2067.0053940890884","2141.7935551946525","2141.7935551946525","2141.7935551946525"
"238390","2064.158292493397","2064.158292493397","2064.158292493397","2154.8102725670997","2154.8102725670997","2154.8102725670997"
"239159","2066.5858592613467","2066.5858592613467","2066.5858592613467","2152.6939758518006","2152.6939758518006","2152.6939758518006"
"239928","2068.7462742217162","2068.7462742217162","2068.7462742217162","2147.2382610222066","2147.2382610222066","2147.2382610222066"
"240697","2065.219462184576","2065.219462184576","2065.219462184576","2149.6437484891103","2149.6437484891103","2149.6437484891103"
"241466","2053.4733082076896","2053.4733082076896","2053.4733082076896","2143.913343499326","2143.913343499326","2143.913343499326"
"242235","2064.146798763773","2064.146798763773","2064.146798763773","2154.156607625887","2154.156607625887","2154.156607625887"
"243004","2049.1396078004263","2049.1396078004263","2049.1396078004263","2142.6948553858447","2142.6948553858447","2142.6948553858447"
"243773","2075.174962525332","2075.174962525332","2075.174962525332","2150.4012911432796","2150.4012911432796","2150.4012911432796"
"244542","2066.759858585085","2066.759858585085","2066.759858585085","2152.3842362444047","2152.3842362444047","2152.3842362444047"
"245311","2059.7912086425836","2059.7912086425836","2059.7912086425836","2156.1670247082966","2156.1670247082966","2156.1670247082966"
"246080","2071.551460840702","2071.551460840702","2071.551460840702","2162.5283679706363","2162.5283679706363","2162.5283679706363"
"246849","2064.343742368279","2064.343742368279","2064.343742368279","2155.0125954749874","2155.0125954749874","2155.0125954749874"
"247618","2070.0545747742976","2070.0545747742976","2070.0545747742976","2156.3900480005113","2156.3900480005113","2156.3900480005113"
"248387","2064.555871002532","2064.555871002532","2064.555871002532","2152.5676153702652","2152.5676153702652","2152.5676153702652"
"249156","2057.145994079336","2057.145994079336","2057.145994079336","2139.6183961345855","2139.6183961345855","2139.6183961345855"
"249925","2059.9878473799995","2059.9878473799995","2059.9878473799995","2159.633193251848","2159.633193251848","2159.633193251848"
"250694","2071.936675497195","2071.936675497195","2071.936675497195","2162.259430168536","2162.259430168536","2162.259430168536"
"251463","2072.275291016988","2072.275291016988","2072.275291016988","2153.3388084240746","2153.3388084240746","2153.3388084240746"
"252232","2055.732284932864","2055.732284932864","2055.732284932864","2146.610086444335","2146.610086444335","2146.610086444335"
"253001","2054.8285783376464","2054.8285783376464","2054.8285783376464","2153.3698627778817","2153.3698627778817","2153.3698627778817"
"253770","2070.6546730197447","2070.6546730197447","2070.6546730197447","2148.2726946247026","2148.2726946247026","2148.2726946247026"
"254539","2063.0153627627137","2063.0153627627137","2063.0153627627137","2155.8789195551735","2155.8789195551735","2155.8789195551735"
"255308","2067.6825418015937","2067.6825418015937","2067.6825418015937","2149.8592488446866","2149.8592488446866","2149.8592488446866"
"256077","2078.097464400974","2078.097464400974","2078.097464400974","2148.449466762497","2148.449466762497","2148.449466762497"
"256846","2062.190920707283","2062.190920707283","2062.190920707283","2140.607706959817","2140.607706959817","2140.607706959817"
"257615","2053.4853183274804","2053.4853183274804","2053.4853183274804","2155.891400162842","2155.891400162842","2155.891400162842"
"258384","2068.846381127581","2068.846381127581","2068.846381127581","2156.7273095291694","2156.7273095291694","2156.7273095291694"
"259153","2069.773474270456","2069.773474270456","2069.773474270456","2157.6575654816415","2157.6575654816415","2157.6575654816415"
"259922","2060.7930159882067","2060.7930159882067","2060.7930159882067","2153.9297275854087","2153.9297275854087","2153.9297275854087"
"260691","2036.5177078236306","2036.5177078236306","2036.5177078236306","2160.3114313075494","2160.3114313075494","2160.3114313075494"
"261460","2040.6322800196954","2040.6322800196954","2040.6322800196954","2158.0954622072754","2158.0954622072754","2158.0954622072754"
"262229","2044.599970858985","2044.599970858985","2044.599970858985","2162.064080794659","2162.064080794659","2162.064080794659"
"262998","2055.108259647979","2055.108259647979","2055.108259647979","2144.8938474453394","2144.8938474453394","2144.8938474453394"
"263767","2052.868651170562","2052.868651170562","2052.868651170562","2152.0689644041763","2152.0689644041763","2152.0689644041763"
"264536","2065.3155325272865","2065.3155325272865","2065.3155325272865","2153.7927485052473","2153.7927485052473","2153.7927485052473"
"265305","2066.8458406435966","2066.8458406435966","2066.8458406435966","2159.0031619390898","2159.0031619390898","2159.0031619390898"
"266074","2063.7934498969266","2063.7934498969266","2063.7934498969266","2134.222144936068","2134.222144936068","2134.222144936068"
"266843","2057.7773340691856","2057.7773340691856","2057.7773340691856","2149.50994217856","2149.50994217856","2149.50994217856"
"267612","2054.0414332879636","2054.0414332879636","2054.0414332879636","2160.158250446829","2160.158250446829","2160.158250446829"
"268381","2070.7431516057036","2070.7431516057036","2070.7431516057036","2159.0154834127197","2159.0154834127197","2159.0154834127197"
"269150","2061.5628186261047","2061.5628186261047","2061.5628186261047","2149.2463636748075","2149.2463636748075","2149.2463636748075"
"269919","2058.0039990354526","2058.0039990354526","2058.0039990354526","2162.699835927445","2162.699835927445","2162.699835927445"
"270688","2062.4827880160738","2062.4827880160738","2062.4827880160738","2165.6264827061323","2165.6264827061323","2165.6264827061323"
"271457","2048.1094365841677","2048.1094365841677","2048.1094365841677","2150.8949297149866","2150.8949297149866","2150.8949297149866"
"272226","2062.2584660315265","2062.2584660315265","2062.2584660315265","2168.0810835973602","2168.0810835973602","2168.0810835973602"
"272995","2064.9935469478196","2064.9935469478196","2064.9935469478196","2159.6640104644284","2159.6640104644284","2159.6640104644284"
"273764","2054.9927988219038","2054.9927988219038","2054.9927988219038","2153.2114026435565","2153.2114026435565","2153.2114026435565"
"274533","2063.3913416104233","2063.3913416104233","2063.3913416104233","2166.1645476803274","2166.1645476803274","2166.1645476803274"
"275302","2071.057364892383","2071.057364892383","2071.057364892383","2152.8198376253754","2152.8198376253754","2152.8198376253754"
"276071","2056.972807243934","2056.972807243934","2056.972807243934","2156.1537498984667","2156.1537498984667","2156.1537498984667"
"276840","2045.3559170511503","2045.3559170511503","2045.3559170511503","2151.9177697076725","2151.9177697076725","2151.9177697076725"
"277609","2055.595483743002","2055.595483743002","2055.595483743002","2150.0446169774964","2150.0446169774964","2150.0446169774964"
"278378","2062.1607150550235","2062.1607150550235","2062.1607150550235","2154.229989054846","2154.229989054846","2154.229989054846"
"279147","2050.011493428367","2050.011493428367","2050.011493428367","2165.375974796125","2165.375974796125","2165.375974796125"
"279916","2049.0770087342025","2049.0770087342025","2049.0770087342025","2162.9469333157604","2162.9469333157604","2162.9469333157604"
"280685","2073.7006229704166","2073.7006229704166","2073.7006229704166","2170.539000411874","2170.539000411874","2170.539000411874"
"281454","2059.146624688588","2059.146624688588","2059.146624688588","2168.5250494607776","2168.5250494607776","2168.5250494607776"
"282223","2058.9209473174637","2058.9209473174637","2058.9209473174637","2160.526366141269","2160.526366141269","2160.526366141269"
"282992","2057.9904801786583","2057.9904801786583","2057.9904801786583","2155.231563000995","2155.231563000995","2155.231563000995"
"283761","2048.3359689869117","2048.3359689869117","2048.3359689869117","2172.9648946583775","2172.9648946583775","2172.9648946583775"
"284530","2058.8825567268473","2058.8825567268473","2058.8825567268473","2160.9651934358467","2160.9651934358467","2160.9651934358467"
"285299","2066.647270858923","2066.647270858923","2066.647270858923","2167.540435030069","2167.540435030069","2167.540435030069"
"286068","2053.2150412664373","2053.2150412664373","2053.2150412664373","2164.7816416131823","2164.7816416131823","2164.7816416131823"
"286837","2039.4323763051789","2039.4323763051789","2039.4323763051789","2155.660686507824","2155.660686507824","2155.660686507824"
"287606","2062.37987005756","2062.37987005756","2062.37987005756","2165.37052604471","2165.37052604471","2165.37052604471"
"288375","2055.9057397858364","2055.9057397858364","2055.9057397858364","2166.95248766293","2166.95248766293","2166.95248766293"
"289144","2065.3628488973154","2065.3628488973154","2065.3628488973154","2164.002732634925","2164.002732634925","2164.002732634925"
"289913","2066.951282316352","2066.951282316352","2066.951282316352","2159.3764775752757","2159.3764775752757","2159.3764775752757"
"290682","2051.6699084764996","2051.6699084764996","2051.6699084764996","2165.77821051603","2165.77821051603","2165.77821051603"
"291451","2044.1049275285948","2044.1049275285948","2044.1049275285948","2165.7545205592764","2165.7545205592764","2165.7545205592764"
"292220","2046.4784840139166","2046.4784840139166","2046.4784840139166","2167.5353285074566","2167.5353285074566","2167.5353285074566"
"292989","2069.5152110001104","2069.5152110001104","2069.5152110001104","2162.677762856182","2162.677762856182","2162.677762856182"
"293758","2057.789575794628","2057.789575794628","2057.789575794628","2158.9274092308133","2158.9274092308133","2158.9274092308133"
"294527","2063.3711561096343","2063.3711561096343","2063.3711561096343","2166.701389385234","2166.701389385234","2166.701389385234"
"295296","2035.6685973556714","2035.6685973556714","2035.6685973556714","2166.682111188686","2166.682111188686","2166.682111188686"
"296065","2059.739413419236","2059.739413419236","2059.739413419236","2160.150249734768","2160.150249734768","2160.150249734768"
"296834","2045.6007743108198","2045.6007743108198","2045.6007743108198","2168.1314734272955","2168.1314734272955","2168.1314734272955"
"297603","2075.941333405407","2075.941333405407","2075.941333405407","2163.539597382607","2163.539597382607","2163.539597382607"
"298372","2063.7782363122665","2063.7782363122665","2063.7782363122665","2151.3188528543196","2151.3188528543196","2151.3188528543196"
"299141","2063.392895887651","2063.392895887651","2063.392895887651","2158.982227743974","2158.982227743974","2158.982227743974"
"299910","2063.914990881178","2063.914990881178","2063.914990881178","2157.0546829786003","2157.0546829786003","2157.0546829786003"
"300679","2069.256089476904","2069.256089476904","2069.256089476904","2156.079548137924","2156.079548137924","2156.079548137924"
"301448","2061.8655744752386","2061.8655744752386","2061.8655744752386","2174.204633066962","2174.204633066962","2174.204633066962"
"302217","2049.7585744168637","2049.7585744168637","2049.7585744168637","2167.9521302151265","2167.9521302151265","2167.9521302151265"
"302986","2058.9175360233335","2058.9175360233335","2058.9175360233335","2165.898369358014","2165.898369358014","2165.898369358014"
"303755","2042.1755620717117","2042.1755620717117","2042.1755620717117","2164.600937061592","2164.600937061592","2164.600937061592"
"304524","2045.8752000468828","2045.8752000468828","2045.8752000468828","2159.744622494971","2159.744622494971","2159.744622494971"
"305293","2054.0680468858354","2054.0680468858354","2054.0680468858354","2166.847554570134","2166.847554570134","2166.847554570134"
"306062","2045.9237363014447","2045.9237363014447","2045.9237363014447","2170.398896725387","2170.398896725387","2170.398896725387"
"306831","2071.6705154112656","2071.6705154112656","2071.6705154112656","2169.797997329561","2169.797997329561","2169.797997329561"
"307600","2045.2475651186094","2045.2475651186094","2045.2475651186094","2172.1391837121014","2172.1391837121014","2172.1391837121014"
"308369","2055.198350994843","2055.198350994843","2055.198350994843","2163.53030805406","2163.53030805406","2163.53030805406"
"309138","2049.7428032694293","2049.7428032694293","2049.7428032694293","2158.1481695411044","2158.1481695411044","2158.1481695411044"
"309907","2036.2182526236938","2036.2182526236938","2036.2182526236938","2153.6254540471427","2153.6254540471427","2153.6254540471427"
"310676","2050.7354402519313","2050.7354402519313","2050.7354402519313","2167.2741757065","2167.2741757065","2167.2741757065"
"311445","2044.693593921665","2044.693593921665","2044.693593921665","2158.161870142281","2158.161870142281","2158.161870142281"
"312214","2049.0448796186506","2049.0448796186506","2049.0448796186506","2168.596432277397","2168.596432277397","2168.596432277397"
"312983","2050.680370928297","2050.680370928297","2050.680370928297","2169.6746021667022","2169.6746021667022","2169.6746021667022"
"313752","2059.568786309942","2059.568786309942","2059.568786309942","2174.8841563597275","2174.8841563597275","2174.8841563597275"
"314521","2069.357303320437","2069.357303320437","2069.357303320437","2165.776290988434","2165.776290988434","2165.776290988434"
"315290","2086.5422008983915","2086.5422008983915","2086.5422008983915","2168.5873918081766","2168.5873918081766","2168.5873918081766"
"316059","2055.0245469813694","2055.0245469813694","2055.0245469813694","2163.2343458283494","2163.2343458283494","2163.2343458283494"
"316828","2049.0816551935145","2049.0816551935145","2049.0816551935145","2170.390869540233","2170.390869540233","2170.390869540233"
"317597","2057.307771821661","2057.307771821661","2057.307771821661","2174.124642291375","2174.124642291375","2174.124642291375"
"318366","2044.4821524014478","2044.4821524014478","2044.4821524014478","2169.8554278932056","2169.8554278932056","2169.8554278932056"
"319135","2041.8267210421213","2041.8267210421213","2041.8267210421213","2166.5320521136573","2166.5320521136573","2166.5320521136573"
"319904","2047.175101277171","2047.175101277171","2047.175101277171","2154.156950476795","2154.156950476795","2154.156950476795"
"320673","2056.214838616479","2056.214838616479","2056.214838616479","2167.403142272788","2167.403142272788","2167.403142272788"
"321442","2052.147015214266","2052.147015214266","2052.147015214266","2169.484207475128","2169.484207475128","2169.484207475128"
"322211","2052.7016104888153","2052.7016104888153","2052.7016104888153","2175.2990079882297","2175.2990079882297","2175.2990079882297"
"322980","2042.0051627491946","2042.0051627491946","2042.0051627491946","2165.1035322334033","2165.1035322334033","2165.1035322334033"
"323749","2039.7065046273447","2039.7065046273447","2039.7065046273447","2162.2989962538177","2162.2989962538177","2162.2989962538177"
"324518","2061.973528700341","2061.973528700341","2061.973528700341","2168.7707430639125","2168.7707430639125","2168.7707430639125"
"325287","2038.59570423953","2038.59570423953","2038.59570423953","2167.982766984289","2167.982766984289","2167.982766984289"
"326056","2050.5692248841992","2050.5692248841992","2050.5692248841992","2167.454990357512","2167.454990357512","2167.454990357512"
"326825","2073.1973508463984","2073.1973508463984","2073.1973508463984","2168.1364772891316","2168.1364772891316","2168.1364772891316"
"327594","2040.8477026375615","2040.8477026375615","2040.8477026375615","2170.9843971424893","2170.9843971424893","2170.9843971424893"
"328363","2047.9540004860924","2047.9540004860924","2047.9540004860924","2175.966021153938","2175.966021153938","2175.966021153938"
"329132","2061.2143387223978","2061.2143387223978","2061.2143387223978","2172.0442853787495","2172.0442853787495","2172.0442853787495"
"329901","2056.8605361800182","2056.8605361800182","2056.8605361800182","2173.444259101372","2173.444259101372","2173.444259101372"
"330670","2070.4269311664198","2070.4269311664198","2070.4269311664198","2164.768301682255","2164.768301682255","2164.768301682255"
"331439","2054.944860172388","2054.944860172388","2054.944860172388","2168.8218333181394","2168.8218333181394","2168.8218333181394"
"332208","2079.80019425288","2079.80019425288","2079.80019425288","2167.5486721248317","2167.5486721248317","2167.5486721248317"
"332977","2034.535212563822","2034.535212563822","2034.535212563822","2156.703812682593","2156.703812682593","2156.703812682593"
"333746","2047.491814403997","2047.491814403997","2047.491814403997","2168.272319316237","2168.272319316237","2168.272319316237"
"334515","2067.090270202384","2067.090270202384","2067.090270202384","2170.747634361824","2170.747634361824","2170.747634361824"
"335284","2037.503362909841","2037.503362909841","2037.503362909841","2171.668910085652","2171.668910085652","2171.668910085652"
"336053","2060.5511712952525","2060.5511712952525","2060.5511712952525","2167.239370827668","2167.239370827668","2167.239370827668"
"336822","2050.690997576642","2050.690997576642","2050.690997576642","2171.562516442008","2171.562516442008","2171.562516442008"
"337591","2058.124843963325","2058.124843963325","2058.124843963325","2171.529890847021","2171.529890847021","2171.529890847021"
"338360","2059.4086757547157","2059.4086757547157","2059.4086757547157","2169.8717744763253","2169.8717744763253","2169.8717744763253"
"339129","2053.0152028658526","2053.0152028658526","2053.0152028658526","2176.6396941784633","2176.6396941784633","2176.6396941784633"
"339898","2066.2180343088226","2066.2180343088226","2066.2180343088226","2179.0159569405496","2179.0159569405496","2179.0159569405496"
"340667","2069.598609641832","2069.598609641832","2069.598609641832","2164.466542045289","2164.466542045289","2164.466542045289"
"341436","2069.694691248968","2069.694691248968","2069.694691248968","2169.104463481515","2169.104463481515","2169.104463481515"
"342205","2058.954306992248","2058.954306992248","2058.954306992248","2174.9331159085136","2174.9331159085136","2174.9331159085136"
"342974","2048.252548869663","2048.252548869663","2048.252548869663","2172.442192533645","2172.442192533645","2172.442192533645"
"343743","2064.5748756737703","2064.5748756737703","2064.5748756737703","2164.4299199916863","2164.4299199916863","2164.4299199916863"
"344512","2057.4415859293485","2057.4415859293485","2057.4415859293485","2172.4104966076325","2172.4104966076325","2172.4104966076325"
"345281","2032.6377782942668","2032.6377782942668","2032.6377782942668","2178.079381098337","2178.079381098337","2178.079381098337"
"346050","2043.7328313788264","2043.7328313788264","2043.7328313788264","2163.545005775569","2163.545005775569","2163.545005775569"
"346819","2057.962579766653","2057.962579766653","2057.962579766653","2173.5380826353626","2173.5380826353626","2173.5380826353626"
"347588","2065.970034791621","2065.970034791621","2065.970034791621","2172.7905483246827","2172.7905483246827","2172.7905483246827"
"348357","2042.4262157243384","2042.4262157243384","2042.4262157243384","2188.6150115277974","2188.6150115277974","2188.6150115277974"
"349126","2070.92504101855","2070.92504101855","2070.92504101855","2176.2712023209765","2176.2712023209765","2176.2712023209765"
"349895","2073.606454338683","2073.606454338683","2073.606454338683","2161.720526363983","2161.720526363983","2161.720526363983"
"350664","2061.68787116793","2061.68787116793","2061.68787116793","2176.731763555503","2176.731763555503","2176.731763555503"
"351433","2066.299640008225","2066.299640008225","2066.299640008225","2168.3745525347117","2168.3745525347117","2168.3745525347117"
"352202","2026.941300132769","2026.941300132769","2026.941300132769","2166.1397299044825","2166.1397299044825","2166.1397299044825"
"352971","2055.680530073811","2055.680530073811","2055.680530073811","2167.291546719245","2167.291546719245","2167.291546719245"
"353740","2058.464655717369","2058.464655717369","2058.464655717369","2168.615941156813","2168.615941156813","2168.615941156813"
"354509","2064.7010860085493","2064.7010860085493","2064.7010860085493","2166.4185565259295","2166.4185565259295","2166.4185565259295"
"355278","2045.1214042858503","2045.1214042858503","2045.1214042858503","2166.117471112698","2166.117471112698","2166.117471112698"
"356047","2074.5212743775746","2074.5212743775746","2074.5212743775746","2164.925407927292","2164.925407927292","2164.925407927292"
"356816","2055.5281974996346","2055.5281974996346","2055.5281974996346","2173.158055938587","2173.158055938587","2173.158055938587"
"357585","2069.3447586009315","2069.3447586009315","2069.3447586009315","2172.424896991715","2172.424896991715","2172.424896991715"
"358354","2050.335262606262","2050.335262606262","2050.335262606262","2170.461968656249","2170.461968656249","2170.461968656249"
"359123","2062.88778759721","2062.88778759721","2062.88778759721","2163.3626745850747","2163.3626745850747","2163.3626745850747"
"359892","2059.216046683595","2059.216046683595","2059.216046683595","2170.082398323354","2170.082398323354","2170.082398323354"
"360661","2065.826281203755","2065.826281203755","2065.826281203755","2180.311571558105","2180.311571558105","2180.311571558105"
"361430","2045.562858645515","2045.562858645515","2045.562858645515","2176.553570379573","2176.553570379573","2176.553570379573"
"362199","2063.406763197857","2063.406763197857","2063.406763197857","2180.451829897972","2180.451829897972","2180.451829897972"
"362968","2044.5402986914842","2044.5402986914842","2044.5402986914842","2170.7667469656394","2170.7667469656394","2170.7667469656394"
"363737","2068.671020740717","2068.671020740717","2068.671020740717","2171.3752219947914","2171.3752219947914","2171.3752219947914"
